dObar	Agpmsnn	dobar
kragUjevačko	Agpnsny	kragujevački
cvEće	Ncnsn	cveće
jo	Npmsn	Jo
lIs	Npmsn	lIs
.	Z	.

a	Cc	a
gOre	Rgp	gore
krEmava	Agpmsny	kremava
.	Z	.

tO	Pd-nsn	taj
je	Var3s	biti
kAd	Cs	kad
•	X	•
naprAiš	Vmr2s	napraviti
čAj	Ncmsn	čaj
šOljku	Ncfsa	šoljka
pa	Cc	pa
poIješ	Qr	poIješ
.	Z	.

Odma	Rgp	odmah
te	Pp2-sa	ti
smIri	Vmr3s	smiriti
i	Cc	i
k	X	k
i	Cc	i
prispI	Pi3n-n	prispI
ti	Pp2-sd	ti
se	Px--sa	sebe
.	Z	.

tO	Pdsn	taj
je	Var3s	biti
od	Sg	od
od	Sg	od
žutEnicu	Ncfsa	žutenica
tAj	Pdsn	taj
travA	Ncfsn	trava
.	Z	.

jA	Pp1-sn	ja
u	Sa	u
znAm	Vmr1s	znati
i	Cc	i
berEm	Vmr1s	brati
ju	Pp3fsa	on
Imam	Vmr1s	imati
ju	Pp3fsa	on
i	Cc	i
nAbranu	Appfsay	nabrati
.	Z	.

tAj	Pd-msn	taj
tAj	Pdsan	taj
lEk	Ncmsan	lek
.	Z	.

pa	Cc	pa
ovOj	Pd-nsn	ovaj
podUbicu	Pi-nsn	podUbicu
takvO	Pd-nsn	takav
.	Z	.

i	Cc	i
Onoj	Pd-nsn	onaj
mAjkinu	Pd-nsn	mAjkinu
dUšicu	Ncfsa	dušica
čAj	Ncmsn	čaj
.	Z	.

od	Sg	od
Asmu	Ncfsg	asma
od	Sg	od
tOj	Pd-nsn	taj
takvO	Pd-nsn	takav
bEli	Agpmsny	beo
rAvan	Agpmsnn	ravan
.	Z	.

ajdUčka	Npfsn	ajdUčka
travA	Npfsn	travA
bEli	Vmr3s	beliti
rAvan	Agpmsnn	ravan
.	Z	.

berEm	Vmr1s	brati
jA	Pp1-sn	ja
Imam	Vmr1s	imati
dOle	Rgp	dole
Ednu	Npfsa	Edna
kutIju	Ncfsa	kutija
kartOnsku	Agpfsay	kartonski
pUnu	Agpfsay	pun
.	Z	.

od	Sg	od
svAku	Pi-fsa	svaki
sOrtu	Ncfsa	sorta
trAvete	Ncfpa-t	trava
.	Z	.

pa	Cc	pa
prAimo	Vmr1p	praviti
čAj	Ncmsan	čaj
prAimo	Vmr1p	praviti
.	Z	.

i	Cc	i
onAj	Pd-msn	onaj
Rtenjski	Npmsn	Rtenjski
nekakAv	X	nekakAv
.	Z	.

i	Cc	i
od	Sg	od
.	Z	.

od	Sg	od
glOg	Ncmsn	glog
•	X	•
od	Sg	od
prItisak	Ncmsn	pritisak
se	Pxsa	sebe
pIje	Vmr3s	piti
Ima	Vmr3s	imati
žAlfiju	Ncfsa	žalfija
evOj	Rgp	evoj
bi	Vaa3s	biti
Imam	Vmr1s	imati
posAđeno	Appnsny	posaditi
ovdEkaj	Rgp	ovde
.	Z	.

i	Cc	i
onA	Pp3fsn	on
od	Sg	od
žIvci	Ncmpn	živac
od	Sg	od
smirEnje	Ncnsa	smirenje
mAtočina	Ncmsg	matočin
što	Pi3n	što
za	Sa	za
pčEle	Ncfpa	pčela
.	Z	.

odAvna	Rgp	odavno
kAd	Cs	kad
#utRmku#	Ncfpn	#utrmkua
pčEle	Ncfpn	pčela
onI	Pp3mpn	oni
namAžu	Vmr3p	namazati
s	Si	sa
onO	Pd-nsa	onaj
i	Cc	i
onE	Pd-fpn	onaj
mIrne	Agpfsgy	miran
ne	Qz	ne
dAve	Vmr3p	daviti
•	X	•
onA	Pp3fsn	on
smirAva	Pi3n-a	smirAva
.	Z	.

da	Cs	da
•	X	•
dabOme	Qr	dabome
.	Z	.

Ima	Vmr3s	imati
ovdEkaj	Rgp	ovde
čovEk	Ncmsn	čovek
kupuvAl	Npmsn	kupuvAl
trAvete	Npmsn	trAvete
Ima	Vmr3s	imati
knjIgu	Ncfsa	knjiga
vOlku	Ncmsd	volak
.	Z	.

tO	Pd-nsa	taj
sam	Var1s	biti
jA	Pp1-sn	ja
čitAla	Vmp-sf	čitati
•	X	•
od	Sg	od
tUgu	Ncfsa	tuga
od	Sg	od
žIvci	Ncmpn	živac
od	Sg	od
.	Z	.

žAlfija	Ncfsn	žalfija
i	Cc	i
tAj	Pdsn	taj
mAtočin	Ncmsn	matočin
.	Z	.

a	Cc	a
jA	Pp1-sn	ja
i	Cc	i
•	X	•
tej	Npmsn	Tej
trAve	Vmr3p	traviti
si	Px--sd	sebe
•	X	•
nesAm	Var1s	biti
.	Z	.

knjIgu	Ncfsa	knjiga
tu	Rgp	tu
mi	Pp1-sd	ja
sƏg	Rgp	sad
davAl	Vmp-sm	davati
skOro	Rgp	skoro
sƏm	Vcr1s	biti
.	Z	.

čitAla	Ncnpn	čitalo
al	Cc	ali
o	Sl	o
pOpre	Rgc	popre
si	Px--sd	sebe
tOj	Pd-nsn	taj
znAm	Vmr1s	znati
o	Sl	o
tUj	Rgp	tu
mAtočinu	Npmsl	mAtočin
jOš	Rgp	još
od	Sg	od
detInjstva	Ncnsg	detinjstvo
.	Z	.

od	Sg	od
žutEn	Npmsn	žutEn
pa	Cc	pa
tO	Pd-nsn	taj
odAvno	Rgp	odavno
bIlo	Vmp-sn	biti
.	Z	.

ma	I	ma
kakvE	Pi-fpn	kakav
dvAes	Mlc	dvadeset
vIše	Rgc	mnogo
.	Z	.

sAmo	Rgp	samo
ne	Qz	ne
mOže	Vmr3s	moći
.	Z	.

a	Cc	a
neg	Mlcf	neg
bolI	Vmr3s	boleti
ju	Pp3fsa	on
nIšta	Pi3n-a	ništa
.	Z	.

ali	Cc	ali
požutEla	Vmp-sf	požuteti
bi	Vaa3s	biti
.	Z	.

pa	Cc	pa
pOsle	Rgp	posle
o	Sl	o
iz	Sg	iz
knjAževac	Npmsay	knjaževac
nEki	Pipn	neki
tOj	Pd-nsn	taj
praIl	Vmp-sm	praviti
kakvO	Pi-nsn	kakav
.	Z	.

je	Var3s	biti
.	Z	.

o	Sl	o
dAlj	Ncmsn	dalj
((XXX))	X	((xxx))
pa	Cc	pa
prOz	Sa	kroz
prOzor	Ncmsan	prozor
jA	Pp1-sn	ja
((XXX))	X	((xxx))
popIla	Vmp-sf	popiti
.	Z	.

ali	Cc	ali
tAm	Rgp	tamo
.	Z	.

ju	Pp3fsa	on
davAli	Vmp-pm	davati
kakvO	Pi-nsn	kakav
davAli	Vmp-pm	davati
alI	Cc	ali
.	Z	.

i	Cc	i
tOj	Pd-nsn	taj
popIla	Vmp-sf	popiti
od	Sg	od
odozdOle	Npfsg	odozdOla
.	Z	.

tO	Pdsn	taj
od	Sg	od
rAnije	Rgc	rano
smo	Vcr1p	biti
čUli	Vmp-pm	čuti
kudE	Rgp	kuda
jA	Pp1-sn	ja
ne	Qz	ne
znAm	Vmr1s	znati
onO	Pd-nsn	onaj
baštA	Ncmsn	bašta
mi	Pp1-sd	ja
išAl	Vmp-sm	ići
kOd	Sg	kod
tAm	Rgp	tamo
.	Z	.

((laugh))	X	((laugh))
.	Z	.

i	Cc	i
•	X	•
IšlO	Vmp-sn	ići
se	Px--sa	sebe
.	Z	.

i	Cc	i
i	Cc	i
mOja	Ps1fsn	moj
si	Ncfsn	si
mi	Pp1-sd	ja
bAbe	Ncfpn	baba
ovdE	Rgp	ovde
bajAle	Vmp-pf	bajati
akO	Cs	ako
.	Z	.

uvAti	Vmr3s	uhvatiti
•	X	•
odOči	Qo	odOči
onI	Pp3mpn	oni
ugAse	Vmr3p	ugasiti
ugljEve	Ncmpa	ugalj
u	Sa	u
.	Z	.

čAšu	Ncfsa	čaša
i	Cc	i
bosIljak	Ncmsn	bosiljak
pa	Cc	pa
uz	Sa	uz
vrAta	Ncnpa	vrata
.	Z	.

pa	Cc	pa
ne	Qz	ne
nIš	Vmr1s	niti
telO	Ncnsn	telo
na	Sl	na
gOr	Ncmsl	go
na	Sa	na
dOl	Rgp	dole
a	Cc	a
jA	Pp1-sn	ja
pAmtim	Vmr1s	pamtiti
kAd	Cs	kad
sam	Var1s	biti
bilA	Vmp-sf	biti
u	Sl	u
drUgom	Agpnsly	drugi
stAnju	Ncnsl	stanje
išlA	Vmpf	ići
sam	Var1s	biti
na	Sl	na
češmU	Npmsl	češm
na	Sl	na
vodU	Ncfsa	voda
.	Z	.

onO	Pd-nsa	onaj
nE	Qz	ne
imAlo	Vmp-sn	imati
po	Sa	po
kUće	Ncfpa	kuća
vodA	Ncmsg	vod
nEgo	Cc	nego
češmA	Qr	češmA
.	Z	.

i	Cc	i
kAd	Cs	kad
otUde	Rgp	otud
kAj	Vmm2s	kajati
.	Z	.

bilO	Vmp-sn	biti
ljUdi	Ncmpg	čovek
sritAli	Vmp-pm	sritati
me	Pp1-sa	ja
edAn	X	edAn
drUgi	Mlompn	drugi
.	Z	.

i	Cc	i
dojdO	Var1s	dojdO
jA	Pp1-sn	ja
ovdEk	Rgp	ovde
i	Cc	i
sAmo	Rgp	samo
mi	Pp1-sd	ja
pripAde	Vma3s	pripasti
mUka	Ncfsn	muka
i	Cc	i
glavA	Ncfsn	glava
i	Cc	i
.	Z	.

jAo	I	jao
rEko	Vma1s	reći
bAbo	Ncfsv	baba
mEne	Ncfpn	mena
nEšto	Pi3n-n	nešto
ne	Qz	ne
dobrO	Rgp	dobro
mUka	Ncfsn	muka
mi	Pp1-sd	ja
.	Z	.

Ona	Pp3fsn	on
u	Sl	u
ti	Pp2-sn	ti
si	Var2s	biti
uvatIla	Vmp-sf	uvatiti
od	Sg	od
očI	Ncnpn	oko
.	Z	.

bAba	Ncfsn	baba
dOvati	Agpmsny	dovat
bosIljak	Ncmsn	bosiljak
.	Z	.

čAšu	Ncfsa	čaša
vOdu	Ncfsa	voda
.	Z	.

bajA	Ncmsn	baja
.	Z	.

Odi	Sg	od
mIš	Ncmsn	miš
po	Sa	po
palIcu	Ncfsa	palica
nOsi	Vmr3s	nositi
tIkvu	Ncfsa	tikva
na	Sa	na
gUzicu	Ncfsa	guzica
mIš	Ncmsn	miš
pRde	Vmr3p	prditi
tIkva	Ncfsn	tikva
pUče	Vma3s	pući
bEšte	Npmsg	Bešta
urOci	Ncmpn	urok
nIz	Ncmsn	niz
potOci	Ncmpn	potok
kOj	Pi3m-n	koji
((XXX))	X	((xxx))
ispRsli	Vmp-pm	isprsti
mu	Pp3msd	on
Oči	Ncnpn	oko
.	Z	.

tAg	Rgp	tako
jOš	Rgp	još
•	X	•
pomeljuvA	Npfsn	pomeljuvA
.	Z	.

te	Cc	te
takvE	Pd-fpn	takav
stvAri	Ncfpn	stvar
.	Z	.

pOmi	Npmpn	pOm
me	Pp1-sa	ja
Ugasi	Vmr3s	ugasiti
Ugljeve	Npfsg	Ugljeva
u	Sl	u
vOdu	Ncfsa	voda
.	Z	.

de	Rgp	gde
pIni	Mdc	pini
de	Rgp	gde
se	Px--sa	sebe
omI	Vmp-sn	oti
.	Z	.

de	I	de
de	I	de
de	Rgp	gde
de	Rgp	gde
i	Cc	i
tOj	Pd-nsn	taj
se	Px--sa	sebe
rAsturi	Vmr3s	rasturiti
.	Z	.

tOj	Pd-nsn	taj
sam	Var1s	biti
zapamtIla	Vmp-sf	zapamtiti
tagAj	Rgp	tada
.	Z	.

((?))	X	((?))
znAm	Vmr1s	znati
.	Z	.

dda	Pi3n-n	dda
pripAde	Vma3s	pripasti
mUka	Ncfsn	muka
i	Cc	i
da	Cs	da
se	Pxsa	sebe
izdAne	Vmr3s	izdanuti
da	Cs	da
se	Px--sa	sebe
Umre	Vmr3s	umreti
.	Z	.

a	Cc	a
od	Sg	od
stomAk	Ncmsn	stomak
u	Sa	u
.	Z	.

tO	Pdsn	taj
Isto	Rgp	isto
bAbe	Ncfpn	baba
mi	Pp1-sd	ja
kazuvAle	Rgp	kazuvale
jA	Pp1-sn	ja
sam	Var1s	biti
p	X	p
.	Z	.

izd/	Z	izd/

imA	Vmr3s	imati
travA	Ncfsn	trava
izdAdljivica	Npfsn	izdAdljivica
kantariOn	Ncmsn	kantarion
ga	Pp3msa	on
zovU	Vmr3p	zvati
gospOdski	Agpmpny	gospodski
.	Z	.

onO	Pd-nsn	onaj
njEg	Pp3msa	on
potOpe	Vmr3p	potopiti
.	Z	.

pa	Cc	pa
pIju	Vmr3p	piti
.	Z	.

i	Cc	i
kAde	Vmr3p	kaditi
na	Sa	na
žAr	Ncmsan	žar
•	X	•
tUre	Vmr3p	turiti
pa	Cc	pa
kAde	Ncfpn	kada
kAd	Cs	kad
te	Pp2-sa	ti
bolI	Vmr3s	boleti
stomAk	Ncmsn	stomak
.	Z	.

i	Cc	i
•	X	•
sas	Si	sa
brItvu	Ncfsa	britva
.	Z	.

sas	Si	sa
nOž	Ncmsan	nož
.	Z	.

bEž	Npmsn	bEž
u	Sa	u
stomAk	Ncmsan	stomak
bEži	Vmr3s	bežati
izdAte	Vmr2p	izdati
usrAte	Pxsa	usrAte
bEži	Vmr3s	bežati
u	Sa	u
močAte	Ncfpa	močata
u	Sa	u
gOru	Ncfsa	gora
d	Cs	da
Ideš	Vmr2s	ići
u	Sl	u
vOdu	Ncfsa	voda
d	Cs	da
Ideš	Vmr2s	ići
ne	Qz	ne
mOž	Vmr3s	moći
u	Sa	u
stomAk	Ncmsan	stomak
da	Cs	da
sedIš	Vmr2s	sedeti
.	Z	.

i	Cc	i
kAd	Cs	kad
stOka	Ncfsn	stoka
se	Px--sa	sebe
trUća	Vmr3s	trućati
.	Z	.

bolI	Vmr3s	boleti
u	Sa	u
stomAk	Ncmsan	stomak
onI	Pp3mpn	oni
sas	Si	sa
tu	Rgp	tu
izdAtljivicu	Npmsl	izdAtljivic
.	Z	.

kAde	Ncfpn	kada
i	Cc	i
takOj	Rgp	tako
bAju	Ncfsa	baja
.	Z	.

i	Cc	i
onO	Pd-nsn	onaj
.	Z	.

nEšto	Pi3n-n	nešto
mOž	Vmr3s	moći
i	Cc	i
.	Z	.

i	Cc	i
((XXX))	X	((xxx))
štA	Pi3n-n	što
znAš	Vmr2s	znati
.	Z	.

i	Cc	i
tA	Cs	da
izdAtljivica	Cs	izdAtljivica
kAd	Cs	kad
se	Px--sa	sebe
pIje	Vmr3s	piti
.	Z	.

od	Sg	od
stomAčne	Agpfsgy	stomačni
bOleti	Vmn	boleti
i	Cc	i
od	Sg	od
žEnske	Npfsg	žEnska
i	Cc	i
od	Agpmsnn	od
svE	Pi-nsn	sav
vrEdi	Vmr3s	vrediti
da	Cs	da
pomAže	Vmr3s	pomagati
.	Z	.

kanariOn	Npmsn	kanariOn
jA	Pp1-sn	ja
Uvek	Rgp	uvek
kItku	Npmsd	kItko
ovOlku	Npmsd	ovOlko
naberEm	Vmr1s	nabrati
i	Cc	i
dOle	Rgp	dole
u	Sa	u
tUj	Pd-fsa	taj
kutIju	Ncfsa	kutija
od	Sg	od
#svatlo#	Npmsg	#svatlo
.	Z	.

puf	I	puf
prAimo	Vmr1p	praviti
čAj	Ncmsan	čaj
i	Cc	i
vIše	Rgc	mnogo
pUt	Ncmsn	put
si	Px--sd	sebe
poIješ	Vcr3s	poijebiti
ovAk	Rgp	ovako
i	Cc	i
.	Z	.

iz	Sg	iz
čIsta	Agpfsny	čist
mIra	Ncmsg	mir
ne	Qz	ne
bAš	Qo	baš
kAd	Cs	kad
te	Pp2-sa	ti
zabolI	Vmp-pm	zabosti
.	Z	.

tO	Pd-nsn	taj
tOlko	Rgp	toliko
znAmo	Vmr1p	znati
.	Z	.

pa	Cc	pa
imAlo	Vmp-sn	imati
si	Px--sd	sebe
imAlo	Vmp-sn	imati
.	Z	.

stAre	Agpfpny	star
ne	Qz	ne
znU	Vmr3p	znati
svAke	Pipa	svaki
.	Z	.

a	Cc	a
ovdE	Rgp	ovde
ednA	Mlcfsn	jedan
tAj	Pdsn	taj
babA	Ncfsn	baba
zAgorka	Npfsn	Zagorka
štO	Pi3n	što
će	Var3s	hteti
bUde	Vcr3s	biti
u	Sa	u
dOm	Ncmsan	dom
Ona	Pp3fsn	on
od	Sg	od
strA	Npmsg	str
.	Z	.

dovodIi	Rgp	dovodii
smo	Var1p	biti
ju	Pp3fsa	on
.	Z	.

aha	Qr	aha
.	Z	.

kOt	Sg	kod
mojU	Ps1fsa	moj
svekRvu	Ncfsa	svekrva
onA	Pp3fsn	on
i	Cc	i
onA	Pp3fsn	on
takOj	Rgp	tako
sa	Si	sa
žIvci	Ncmpn	živac
kakO	Cs	kako
tOja	Ncfpn	toja
prIbagu	Vmr3p	pribagati
kAd	Cs	kad
Ostare	Vmr3p	ostariti
.	Z	.

onA	Pp3fsn	on
svE	Pi-nsn	sav
u	Sa	u
strA	Npmsan	strA
sve	Pi-nsn	sav
u	Sl	u
strA	Npfsl	strA
.	Z	.

pa	Cc	pa
dodIla	Vmp-sf	doditi
tAj	Pd-fsn	taj
bAb	Npfsn	bAb
ozgƏr	Npfsn	ozgƏr
zAgorka	Npfsn	Zagorka
da	Cs	da
obAje	Vmr3p	obajiti
s	Si	sa
nOž	Ncmsan	nož
Isto	Agpnsny	isti
.	Z	.

bEži	Vmr3s	bežati
strA	Ncmsay	str
iz	Sg	iz
.	Z	.

nOkti	Ncmpn	nokat
bEži	Vmr3s	bežati
strA	Npmsn	strA
iz	Sg	iz
nOge	Ncfpn	noga
iz	Sg	iz
kolEna	Ncnpn	koleno
iz	Sg	iz
svE	Pi-nsa	sav
pomIje	Ncfpa	pomije
.	Z	.

/	Z	/
pomEne	Vmr3s	pomenuti
ot	Sg	od
krAj	Ncmsan	kraj
do	Sg	do
krAj	Ncmsan	kraj
sas	Si	sa
nOž	Ncmsan	nož
ću	Var1s	hteti
te	Pp2-sa	ti
isečEm	Vmr1s	iseći
sas	Si	sa
metlU	Ncfsa	metla
ću	Var1s	hteti
te	Pp2-sa	ti
odmetEm	Vmr1s	odmeteti
.	Z	.

takOj	Rgp	tako
dvA	Mlc	dva
trI	Mlc	tri
pUt	Ncmsan	put
i	Cc	i
obajA	Pi3n-n	obajA
tUj	Rgp	tu
bajA	Vmr3s	bajati
.	Z	.

pa	Cc	pa
onOj	Pd-nsn	onaj
metlU	Pi-nsn	metlU
tUj	Rgp	tu
tOj	Pd-nsn	taj
povrljAmo	Vcr3s	povrljambiti
nIz	Sa	niz
rEku	Ncfsa	reka
.	Z	.

tOj	Pd-nsa	taj
sam	Var1s	biti
čUla	Vmp-sf	čuti
onA	Pp3fsn	on
se	Pxsa	sebe
jAko	Rgp	jako
ženA	Ncfsn	žena
prIča	Vmr3s	pričati
.	Z	.

od	Sg	od
strA	Npmsg	str
.	Z	.

pOmoglo	Vmp-sn	pomoći
••	X	••
pomOgne	Vmr3s	pomoći
.	Z	.

pa	Cc	pa
.	Z	.

a	Cc	a
Idu	Vmr3p	ići
.	Z	.

od	Sg	od
strA	Npmsg	str
i	Cc	i
kOd	Sg	kod
popA	Ncmsg	pop
u	Sa	u
cRkvu	Ncfsa	crkva
pa	Cc	pa
čIta	Vmr3s	čitati
pOp	Ncmsn	pop
.	Z	.

molItvu	Ncfsa	molitva
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
s	Si	sa
onUj	Pd-fsa	onaj
vOdu	Ncfsa	voda
omIje	Npfsg	omIja
.	Z	.

a	Cc	a
me/	Npmsn	me/

mI	Pp1-pn	ja
bEamo	Var1p	bEamo
išlI	Vmp-pm	ići
jEdan	Mlcmsn	jedan
pUt	Ncmsn	put
u	Sa	u
bogorOdicu	Ncfsa	bogorodica
sas	Si	sa
ovOga	Pd-msay	ovaj
.	Z	.

ne	Qz	ne
znAm	Vmr1s	znati
jA	Pp1-sn	ja
((XXX))	X	((xxx))
kakvO	Pi-nsn	kakav
li	Qq	li
•	X	•
svI	Pi-mpn	sav
smo	Var1p	biti
si	Px--sd	sebe
borIli	Vmp-pm	boriti
se	Px--sa	sebe
.	Z	.

i	Cc	i
dOma	Rgp	doma
i	Cc	i
tagAj	Rgp	tada
čIta	Vmr3s	čitati
.	Z	.

ta	Cs	da
će	Var3s	hteti
da	Cs	da
čIta	Vmr3s	čitati
pOp	Ncmsn	pop
.	Z	.

On	Pp3msn	on
kAže	Vmr3s	kazati
kojI	Pi-msn	koji
je	Var3s	biti
za	Sa	za
čitAnje	Ncnsa	čitanje
onI	Pp3mpn	oni
u	Sl	u
s	Si	sa
ukAče	Npfsl	ukAče
n	Qz	ne
onOj	Pd-nsn	onaj
gOre	Rgp	gore
.	Z	.

i	Cc	i
mI	Pp1-pn	ja
se	Px--sa	sebe
ukačImo	Vcr3s	ukačimbiti
gOre	Rgp	gore
i	Cc	i
držIm	Vmr1s	držati
svećU	Ncfsa	sveća
.	Z	.

i	Cc	i
.	Z	.

tAm	Rgp	tamo
•	X	•
tUrimo	Vmr1p	turiti
.	Z	.

parU	Ncfsa	para
kolkOj	Pi3n-n	kolkOj
Ima	Vmr3s	imati
.	Z	.

i	Cc	i
kAžeš	Vmr2s	kazati
kAd	Cs	kad
prIde	Ncmsn	pride
pOp	Ncmsn	pop
Ime	Ncnsn	ime
.	Z	.

i	Cc	i
On	Pp3msn	on
tAg	Rgp	tako
čIta	Vmr3s	čitati
grUpno	Rgp	grupno
ne	Qz	ne
mO	Vmp-sm	mo
.	Z	.

po	Sa	po
jedAn	Mlcmsn	jedan
Ono	Pd-nsa	onaj
mlOgo	Rgp	mnogo
u	Sa	u
cRkvu	Ncfsa	crkva
.	Z	.

tagAj	Rgp	tada
smo	Var1p	biti
išlI	Vmp-pm	ići
.	Z	.

i	Cc	i
On	Pp3msn	on
či/	Cc	či/
čitA	Vmr3s	čitati
ni	Qo	ni
tUj	Rgp	tu
čitA	Vmr3s	čitati
i	Cc	i
imA	Vmr3s	imati
nekE	Pipn	neki
vOde	Ncfpn	voda
mImo	Vmr1p	miti
se	Px--sa	sebe
.	Z	.

pa	Cc	pa
pOsle	Rgp	posle
kAno	Vcp-sn	kati
ni	Cc	ni
drU/	Vmr3s	dru/ti
drUgše	Rgp	drugačije
činI	Vmr3s	činiti
mi	Pp1d	ja
se	Px--sa	sebe
.	Z	.

dAl	Vmp-sm	dati
nEka	Qo	neka
Uteka	Sa	Uteka
kakvO	Pi-nsn	kakav
li	Qq	li
.	Z	.

a	Cc	a
i	Cc	i
kAd	Cs	kad
tO	Pd-nsn	taj
se	Px--sa	sebe
nAši	Vmp-sn	našiti
.	Z	.

kAd	Cs	kad
tO	Pd-nsn	taj
se	Px--sa	sebe
nAši	Ps1mpn	naš
razmanUše	Sa	razmanUše
prvI	Mlomsan	prvi
pUt	Rgp	put
.	Z	.

jA	Pp1-sn	ja
sam	Var1s	biti
•	X	•
ponEla	Vmp-sf	poneti
slIku	Ncfsa	slika
.	Z	.

od	Sg	od
•	X	•
svI	Pi-mpn	sav
trojIcu	Ncfsa	trojica
i	Cc	i
od	Sg	od
grAde	Vmr3p	graditi
i	Cc	i
od	Sg	od
ljIlju	Npfsa	Ljilja
i	Cc	i
od	Sg	od
nikOlu	Npmsay	Nikola
.	Z	.

i	Cc	i
tagAj	Rgp	tada
kAd	Cs	kad
čitAše	Vme3s	čitati
tU	Rgp	tu
jA	Pp1-sn	ja
sam	Var1s	biti
.	Z	.

za	Sa	za
svI	Pi-mpn	sav
rEkla	Vmpf	reći
i	Cc	i
svI	Pipn	sav
s/	X	s/

na	Sa	na
svI	Pi-mpn	sav
trojIcu	Ncfsa	trojica
svEće	Ncfpa	sveća
držIm	Vmr1s	držati
.	Z	.

i	Cc	i
čitA	Vmr3s	čitati
pOp	Ncmsn	pop
.	Z	.

i	Cc	i
pOsle	Rgp	posle
.	Z	.

dEde	Ncmpa	deda
dEde	Ncmpn	deda
pa	Cc	pa
se	Px--sa	sebe
ssastaIše	Ncfpn	ssastaiša
.	Z	.

nEkoko	Pq-nsn	nEkoko
gOdine	Ncfsg	godina
te	Pdpa	taj
bI	Vaa3s	biti
kakO	Cs	kako
valjA	Vmr3s	valjati
.	Z	.

praImo	Vmr1p	praviti
i	Cc	i
svAdbu	Ncfsa	svadba
i	Cc	i
Ispraćaj	Vmm2s	ispraćati
i	Cc	i
svAšta	Pi3n-n	svašta
sEg	Vmp-sm	seti
se	Px--sa	sebe
((XXX))	X	((xxx))
.	Z	.

razrndžIli	Vmp-pm	razrndžiti
vatIli	Vmp-pm	vatiti
.	Z	.

jedAn	Mlcmsn	jedan
na	Sa	na
ednU	Npfsa	Edna
strAnu	Ncfsa	strana
drUgi	Mlompn	drugi
na	Sl	na
drUgu	Mlofsa	drugi
.	Z	.

ne	Qz	ne
znAm	Vmr1s	znati
da	Cs	da
ti	Pp2-sd	ti
kAžem	Vmr1s	kazati
sIne	Ncmsv	sin
.	Z	.

((laugh))	X	((laugh))
nEšto	Pi3n-n	nešto
pomAga	Vmr3s	pomagati
nEšto	Pi3n-n	nešto
trEba	Vmr3s	trebati
i	Cc	i
sAmi	Agpmpny	sam
ljUdi	Ncmpn	čovek
da	Cs	da
.	Z	.

da	Cs	da
svAte	Ncmpa	svat
da	Cs	da
ne	Qz	ne
takOj	Rgp	tako
.	Z	.

a	Cc	a
onO	Pd-nsn	onaj
nEće	Vmr3s	hteti
.	Z	.

danAs	Rgp	danas
.	Z	.

e	I	e
te	Pp2-sa	ti
o	Sl	o
jA	Pp1-sn	ja
imAm	Vmr1s	imati
plAtu	Ncfsa	plata
tI	Pp2-sn	ti
imAš	Vmr2s	imati
nAj	Rgp	naj
si	Px--sd	sebe
zavIsi	Vmr3s	zavisiti
od	Sg	od
njegOvo	Ps3nsn	njegov
dOvoljno	Rgp	dovoljno
i	Cc	i
nEć	Vmp-sm	neti
se	Px--sa	sebe
trpE	Vmr3p	trpeti
.	Z	.

a	Cc	a
mI	Pp1-pn	ja
kAd	Cs	kad
bilO	Vmp-sn	biti
•	X	•
onO	Pd-nsn	onaj
On	Pp3msn	on
domaćIn	Ncmsn	domaćin
kOd	Sg	kod
njeg	Pp3msa	on
pAre	Ncfpn	para
kOd	Sg	kod
njeg	Pisg	on
svE	Pi-nsn	sav
.	Z	.

Ako	Cs	ako
trEba	Vmr3s	trebati
trAžimo	Vmr1p	tražiti
Ako	Cs	ako
ti	Pp2-sd	ti
dadE	Vmr3s	dati
Ima	Vmr3s	imati
Ako	Cs	ako
ne	Qz	ne
.	Z	.

nIšta	Pi3n-n	ništa
ćutIš	Vmr2s	ćutati
.	Z	.

a	Cc	a
sAg	Rgp	sad
nEće	Var3s	hteti
takOj	Rgp	tako
.	Z	.

nIko	Pi3m	niko
od	Sg	od
nIkoga	Pi3m	niko
ne	Qz	ne
zavIsi	Vmr3s	zavisiti
.	Z	.

tO	Pd-nsn	taj
je	Var3s	biti
ne	Qz	ne
.	Z	.

Istinci	Npmpn	Istinac
takOj	Rgp	tako
.	Z	.

((laugh))	X	((laugh))
.	Z	.

Ako	Cs	ako
me	Pp1-sa	ja
zabolI	Vmp-pm	zabosti
zUb	Ncmsn	zub
el	Qq	jel
kOd	Sg	kod
lekAra	Ncmsg	lekar
d	Cs	da
Idem	Vmr1s	ići
.	Z	.

Ako	Cs	ako
ni	Cc	ni
dadE	Vmr3s	dati
ću	Var1s	hteti
d	Cs	da
Im	Cs	im
Ako	Cs	ako
ne	Qz	ne
nEma	Vmr3s	imati
.	Z	.

pa	Cc	pa
bajAli	Vmp-pm	bajati
kAd	Cs	kad
se	Px--sa	sebe
pritrUća	Agpfsny	pritrući
stOka	Ncfsn	stoka
Ete	I	eto
takOj	Rgp	tako
el	Qq	jel
